vOTU,Virulent,Temperate,provirus,completeness,checkv_quality,lifestyle,lifestyle_prediction_method
080613_5_ph_rerun_k141_1409709,0.8880556134907275,0.11194438650927263,No,3.94,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1410847,0.9718791193933999,0.028120880606600045,No,2.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1412027,0.9875,0.0125,No,8.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1413857,0.9625,0.0375,No,11.95,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1416508,0.8490152516760286,0.15098474832397196,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1417155,0.8118782016546146,0.1881217983453865,No,8.1,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1417411,0.9972986238568456,0.002701376143154288,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1417685,0.8118782016546146,0.1881217983453865,No,7.3,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1417992,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_141944,0.8118782016546146,0.1881217983453865,No,3.05,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1420907,0.8336311192572265,0.16636888074277426,No,3.99,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1421627,0.8118782016546146,0.1881217983453865,No,3.79,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1421731,0.8118782016546146,0.1881217983453865,No,8.19,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1426805,0.9651821420300815,0.034817857969918486,No,8.32,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_143002,0.1125,0.8875,No,3.21,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1432005,0.8118782016546146,0.1881217983453865,No,2.05,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1434761,0.9301445449488034,0.0698554550511968,No,7.16,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1442339,0.9320112779837082,0.06798872201629169,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1443329,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1445630,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1446240,0.8118782016546146,0.1881217983453865,No,2.34,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_14465,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1447235,0.8118782016546146,0.1881217983453865,No,2.51,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1450732,0.8118782016546146,0.1881217983453865,No,3.68,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_145838,0.9168794290555962,0.08312057094440387,No,7.2,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1458946,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1460595,0.8118782016546146,0.1881217983453865,No,6.89,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1465030,0.525,0.475,No,8.88,Low-quality,unclear,Not-determined
080613_5_ph_rerun_k141_1465687,0.9284736410929751,0.07152635890702505,No,23.03,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1466960,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1468876,0.8118782016546146,0.1881217983453865,No,8.82,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1469032,0.8529185022026432,0.14708149779735688,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_146936,0.8118782016546146,0.1881217983453865,No,6.7,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1471495,0.8118782016546146,0.1881217983453865,No,6.95,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1474215,0.8317019902008699,0.16829800979913095,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1474670,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1476627,0.931779094256249,0.06822090574375078,No,3.63,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1477854,0.0125,0.9875,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_147812,0.8118782016546146,0.1881217983453865,No,4.79,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1479702,0.8482622124791203,0.15173778752088038,No,5.35,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1480692,0.8118782016546146,0.1881217983453865,No,24.64,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1484837,0.7879405286343615,0.2120594713656388,No,43.7,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1488025,0.8691268200909323,0.130873179909068,Yes,1.82,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_1491026,0.875,0.125,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1491483,0.8118782016546146,0.1881217983453865,No,3.24,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1493078,0.7727422907488988,0.2272577092511013,No,31.49,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1496364,0.8800312501502798,0.11996874984972046,No,4.72,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1504815,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1506029,0.9577643171806166,0.04223568281938326,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1508506,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1512721,0.931779094256249,0.06822090574375078,No,3.58,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1516470,0.2125,0.7875,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_1517376,0.9720783351574234,0.02792166484257643,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1520396,0.9986565181674895,0.0013434818325104483,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1521510,0.9354625550660789,0.06453744493392073,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1521537,0.9256607929515418,0.0743392070484582,No,4.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1521723,0,1,No,10.45,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1521813,0,1,No,16.46,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1522309,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1522732,0.9087274312024952,0.09127256879750492,No,5.77,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_152313,0.8341799637691517,0.165820036230849,No,3.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_152548,0.8118782016546146,0.1881217983453865,No,30.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1525697,0.8143561752228965,0.18564382477710456,No,3.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_152595|provirus_26719_42767,0,1,No,18.85,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1526632,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1527123,0.8118782016546146,0.1881217983453865,No,4.26,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1532734,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1533389,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_153591,0.8118782016546146,0.1881217983453865,No,3.68,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1536488,0.9355446118192352,0.06445538818076477,No,5.98,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1540130,0.9301445449488034,0.0698554550511968,Yes,3.54,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_1540716,0.8800312501502798,0.11996874984972046,No,5.15,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1542104,0.8118782016546146,0.1881217983453865,No,5.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1542811,0.8118782016546146,0.1881217983453865,No,11.36,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1543124,0.95,0.05,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1543255,0.9602261948935176,0.03977380510648237,No,0.46,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1546294,0.9636815620580327,0.03631843794196728,No,3.13,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1546674,0.9938463949500225,0.006153605049977645,No,2.36,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1548457,0.8156080274570939,0.1843919725429068,No,7.41,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1552529,0.8848696795023974,0.11513032049760293,No,15.55,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1554697,1,0,No,5.62,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1556633,0.9851321585903083,0.014867841409691631,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1558987,0.9625,0.0375,No,8.16,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_155995,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1560005,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_15630,0.7951541850220265,0.20484581497797358,No,100,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1564681,0.988037727577504,0.01196227242249624,No,3.71,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1565188,0.8118782016546146,0.1881217983453865,No,4.3,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1567330,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1569385,0,1,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_1570696,0.9150568676815045,0.0849431323184954,No,6.41,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1576375,0.8118782016546146,0.1881217983453865,No,6.27,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1576830,0.8118782016546146,0.1881217983453865,No,8.29,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1580402,0.9375,0.0625,No,22.01,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1582614,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1584295,0.8118782016546146,0.1881217983453865,No,5.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1586778,0,1,No,9.33,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1587621,0.7801762114537445,0.21982378854625545,No,23.79,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1589614,0.8338669542239673,0.16613304577603344,No,4.97,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1591356,0.8924523560370572,0.10754764396294314,No,6.46,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1592571,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1592830,0.8118782016546146,0.1881217983453865,No,11.31,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1594438,0.8800312501502798,0.11996874984972046,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1595184,0.9551449734083768,0.044855026591623146,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1597163,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1597980,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_160045,0.8338669542239673,0.16613304577603344,No,1.18,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1601411,0.8800312501502798,0.11996874984972046,No,9.7,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1603352,0.8118782016546146,0.1881217983453865,No,1.92,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1603906,0.8118782016546146,0.1881217983453865,No,7.37,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1603908,0.8363170653598774,0.16368293464012354,Yes,1.21,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_1611774,0.8118782016546146,0.1881217983453865,No,5.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1614001,0.8551730488138116,0.14482695118618888,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1615043,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1616544,0,1,No,4.83,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1617110,0.9057268722466961,0.09427312775330407,No,3.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1620105,0.075,0.925,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_1620784,0.8800312501502798,0.11996874984972046,No,6.09,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1621595,0.947852422907489,0.05214757709251101,No,3.6,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1622958,0.8984030837004404,0.10159691629955958,No,5.09,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1623695,0.7752202643171807,0.2247797356828194,No,54.44,Medium-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_16249,0.957544052863436,0.04245594713656388,No,7.8,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1625488,0.964110712130639,0.03588928786936091,No,8.74,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1627640,0.8733255050446653,0.12667449495533528,No,7.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1634036,0.8118782016546146,0.1881217983453865,No,4.85,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1635453,0.0875,0.9125,No,8.46,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_163600,0.8118782016546146,0.1881217983453865,No,1.2,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1638958,0.9752202643171806,0.024779735682819385,No,20.87,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1640207,0.9602261948935176,0.03977380510648237,No,6.9,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1640276,0.8691268200909323,0.130873179909068,No,6.86,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1642158,0.8118782016546146,0.1881217983453865,No,8.83,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1642766,0.8118782016546146,0.1881217983453865,No,4.27,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1642994,0.8991753551694796,0.10082464483052038,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_164700,0.7401982378854626,0.2598017621145375,No,NA,Not-determined,unclear,Not-determined
080613_5_ph_rerun_k141_1648591,0.8305819109432317,0.16941808905676906,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1649615|provirus_12998_61247,0.0625,0.9375,No,100,High-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1649674,0.8118782016546146,0.1881217983453865,No,4.98,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1650067,0.9419231722568361,0.05807682774316394,No,5.31,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1650396,0.985022026431718,0.014977973568281937,No,6.28,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1651610|provirus_14334_25844,0.0375,0.9625,No,16.4,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1655595,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1656470,0.985022026431718,0.014977973568281937,No,6.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1658493,0.9302551055669669,0.06974489443303285,No,3.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1660820,0.8118782016546146,0.1881217983453865,No,5.51,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1661284,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1664022,0.8691268200909323,0.130873179909068,Yes,5.27,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_1664479,0.985022026431718,0.014977973568281937,No,2.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1669273,0.16174696080309156,0.8382530391969084,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_1669414,0.0375,0.9625,No,5.26,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1671741,0.9625,0.0375,No,7.63,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1672982,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1673181,0.9132709251101321,0.08672907488986792,No,6.92,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1677247,0.9875,0.0125,No,10.95,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1677556,0.9875,0.0125,No,1.07,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1678042,0.15,0.85,No,4.28,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_168356,0.8118782016546146,0.1881217983453865,No,4.51,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1685833|provirus_27631_46286,0.7669351518068899,0.23306484819311066,No,57.77,Medium-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1687152,0.9875,0.0125,No,4.58,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1687714,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1692745,0.9375,0.0625,No,5.52,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1694625,0.8702611545406835,0.12973884545931663,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1694736,0.8118782016546146,0.1881217983453865,No,6.33,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1694987,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1695334,0.8379683910667334,0.1620316089332668,No,5.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1698379|provirus_50798_93497,0.125,0.875,No,100,High-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1698562,0.8387393161768658,0.16126068382313474,No,9.72,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1701466,0,1,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_1702776,0.8118782016546146,0.1881217983453865,No,4.13,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1710109,0,1,No,3.78,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_1710347,0.961381236199809,0.0386187638001911,No,6.43,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1713016,0.9546223880208597,0.04537761197914031,No,24.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_171655,0.7877202643171807,0.21227973568281938,No,49.63,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1719444,0.8118782016546146,0.1881217983453865,No,1.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1721101,0.9132709251101321,0.08672907488986792,No,4.8,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1721470,0.8951380891666455,0.10486191083335464,Yes,3.84,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_1722251,0.8220309098154426,0.17796909018455834,No,7.52,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1724276,0.985005930576337,0.014994069423662984,No,2.55,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1727698,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1730481,0.9985830052116164,0.001416994788383526,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1731509,0.9602261948935176,0.03977380510648237,No,5.75,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1734212,0.9793910067692575,0.02060899323074242,No,4.36,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_173790,0.8118782016546146,0.1881217983453865,No,12.23,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1737997,0.8118782016546146,0.1881217983453865,No,4.3,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_1749478,0.9375,0.0625,No,NA,Not-determined,lytic,checkv & bacphlip
