contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
cn_080613_5_ph_rerun_000000000541	5831	No	NA	5	4	0	Low-quality	Genome-fragment	10.98	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_129786	3754	No	NA	4	4	0	Low-quality	Genome-fragment	8.96	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000036	16492	No	NA	31	6	0	Low-quality	Genome-fragment	11.66	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1411359	3509	No	NA	7	0	1	Low-quality	Genome-fragment	9.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1177796	2546	No	NA	3	3	0	Low-quality	Genome-fragment	5.92	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_362423	2914	No	NA	4	4	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000470	35506	No	NA	46	4	2	Low-quality	Genome-fragment	44.53	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000364	8620	No	NA	19	1	0	Low-quality	Genome-fragment	6.38	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1761758	2924	No	NA	2	1	0	Low-quality	Genome-fragment	3.84	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000327	6845	No	NA	14	3	0	Low-quality	Genome-fragment	4.32	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1761843	3275	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000069	9933	No	NA	21	4	0	Low-quality	Genome-fragment	16.23	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000416	7790	No	NA	5	1	0	Low-quality	Genome-fragment	4.08	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000029	26656	No	NA	33	19	1	Medium-quality	Genome-fragment	67.36	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1412027	5572	No	NA	8	5	0	Low-quality	Genome-fragment	8.56	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000464	6011	No	NA	12	3	0	Low-quality	Genome-fragment	4.33	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000449	23969	No	NA	38	31	0	Low-quality	Genome-fragment	25.77	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_828894	6007	No	NA	4	1	0	Low-quality	Genome-fragment	14.92	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000551	5112	No	NA	16	5	0	Low-quality	Genome-fragment	11.33	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_947218	2613	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1062103	2948	No	NA	6	1	0	Low-quality	Genome-fragment	5.12	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000339	5617	No	NA	11	0	0	Low-quality	Genome-fragment	2.96	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_131124	2646	No	NA	5	2	0	Low-quality	Genome-fragment	5.0	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_246118	7454	No	NA	5	1	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.02	
080613_5_ph_rerun_k141_12004	2867	No	NA	5	0	0	Low-quality	Genome-fragment	6.16	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000324	6919	No	NA	11	9	0	Low-quality	Genome-fragment	13.27	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000284	9985	No	NA	15	10	0	Low-quality	Genome-fragment	27.29	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000204	6736	No	NA	13	5	0	Low-quality	Genome-fragment	8.76	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1062485	3171	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_829405	9686	Yes	7973	10	2	1	Low-quality	Genome-fragment	5.09	HMM-based (lower-bound)	17.69	1.0	
080613_5_ph_rerun_k141_713911	2688	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_166_k141_1062541	52038	No	NA	42	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_480181	2614	No	NA	5	1	0	Low-quality	Genome-fragment	6.29	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_713946	4420	No	NA	8	2	0	Low-quality	Genome-fragment	10.62	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_480284	2650	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000401	6996	No	NA	9	5	0	Low-quality	Genome-fragment	27.65	AAI-based (high-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_181_k141_714006	33427	No	NA	38	1	2	Low-quality	Genome-fragment	9.85	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_364285	3702	No	NA	5	1	0	Low-quality	Genome-fragment	6.35	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_480371	3290	No	NA	5	2	0	Low-quality	Genome-fragment	6.82	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000624	7437	No	NA	12	2	0	Low-quality	Genome-fragment	14.19	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000596	6431	No	NA	4	3	0	Low-quality	Genome-fragment	12.72	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_714393	2900	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1179801	16366	No	NA	17	1	1	Low-quality	Genome-fragment	11.86	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1413857	4635	No	NA	8	3	0	Low-quality	Genome-fragment	11.95	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_596809	5654	Yes	2792	9	2	3	Low-quality	Genome-fragment	4.62	HMM-based (lower-bound)	50.62	1.0	
080613_5_ph_rerun_k141_1063085	4965	No	NA	4	4	0	Low-quality	Genome-fragment	12.0	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_364832	4444	No	NA	10	2	0	Low-quality	Genome-fragment	4.27	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000310	7694	No	NA	9	5	0	Low-quality	Genome-fragment	11.33	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000536	6945	No	NA	14	2	0	Low-quality	Genome-fragment	9.59	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1063411	3314	No	NA	5	1	0	Low-quality	Genome-fragment	7.46	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_714668	9237	No	NA	6	0	3	Low-quality	Genome-fragment	4.25	AAI-based (medium-confidence)	0.0	1.03	no viral genes detected
080613_5_ph_rerun_k141_948983	3413	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_949095	2963	No	NA	6	3	0	Low-quality	Genome-fragment	3.47	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1297831	4319	No	NA	5	2	0	Low-quality	Genome-fragment	13.09	AAI-based (medium-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_201_k141_597022	7802	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000184	5645	No	NA	16	4	0	Low-quality	Genome-fragment	12.87	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_365992	4545	No	NA	6	2	0	Low-quality	Genome-fragment	8.27	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_366305	4851	No	NA	10	8	0	Low-quality	Genome-fragment	13.27	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_949803	3678	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_597722	3589	No	NA	9	2	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000045	6856	No	NA	15	2	0	Low-quality	Genome-fragment	7.26	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_830321	3506	No	NA	6	2	0	Low-quality	Genome-fragment	8.29	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1764958	9178	No	NA	17	1	2	Low-quality	Genome-fragment	10.56	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_14465	9823	No	NA	13	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
080613_5_ph_rerun_k141_1648591	4381	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000497	6960	No	NA	8	3	0	Low-quality	Genome-fragment	9.89	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_133983	2739	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000103	23303	No	NA	39	5	0	Low-quality	Genome-fragment	19.65	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_830933	7182	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_177_k141_1532463	139891	No	NA	159	16	7	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000559	19294	Yes	13827	26	8	2	Low-quality	Genome-fragment	17.71	HMM-based (lower-bound)	28.34	1.0	
080613_5_ph_rerun_k141_1065432	3073	No	NA	4	3	0	Low-quality	Genome-fragment	6.47	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1299404	3381	No	NA	5	2	0	Low-quality	Genome-fragment	6.17	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000271	8010	No	NA	6	1	0	Low-quality	Genome-fragment	20.13	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1765479	3901	No	NA	8	2	0	Low-quality	Genome-fragment	5.8	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1182148	4767	No	NA	7	4	0	Low-quality	Genome-fragment	9.65	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1532734	2755	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000203	9153	No	NA	10	2	0	Low-quality	Genome-fragment	22.97	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1299681	3142	No	NA	5	1	0	Low-quality	Genome-fragment	5.89	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1416508	5023	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_951359	5108	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
080613_5_ph_rerun_k141_951392	3148	No	NA	7	1	0	Low-quality	Genome-fragment	2.01	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000434	11801	No	NA	12	3	0	Low-quality	Genome-fragment	16.36	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_134809	4452	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_599589	3003	No	NA	7	1	0	Low-quality	Genome-fragment	4.4	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_15630	8063	No	NA	4	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1533389	2893	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1649674	2906	No	NA	3	2	0	Low-quality	Genome-fragment	4.98	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_832087	2606	No	NA	3	2	0	Low-quality	Genome-fragment	4.25	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_135194	4466	Yes	1771	7	1	1	Low-quality	Genome-fragment	1.48	AAI-based (medium-confidence)	60.34	1.0	
080613_5_ph_rerun_k141_717916	3058	No	NA	1	1	0	Low-quality	Genome-fragment	47.61	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000085	5971	No	NA	12	8	0	Low-quality	Genome-fragment	14.58	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1417155	4509	No	NA	4	3	0	Low-quality	Genome-fragment	8.1	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_68_k141_483598	4578	No	NA	11	1	0	Low-quality	Genome-fragment	8.35	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1650067	2779	No	NA	4	3	0	Low-quality	Genome-fragment	5.31	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_718143	4329	No	NA	4	1	0	Low-quality	Genome-fragment	2.79	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_600203	3311	No	NA	7	1	0	Low-quality	Genome-fragment	3.81	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1417411	3519	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1650396	4806	No	NA	14	2	0	Low-quality	Genome-fragment	6.28	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000435	10285	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_16249	4670	No	NA	13	2	0	Low-quality	Genome-fragment	7.8	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_135978	2668	No	NA	5	1	0	Low-quality	Genome-fragment	3.4	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1417685	3360	No	NA	3	2	0	Low-quality	Genome-fragment	7.3	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000548	173230	No	NA	180	4	4	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1183769	3454	No	NA	8	4	0	Low-quality	Genome-fragment	4.83	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000099	6626	No	NA	12	9	0	Low-quality	Genome-fragment	14.12	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000516	35284	No	NA	63	7	2	Low-quality	Genome-fragment	31.84	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_37_k141_1417920	4458	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1417992	2536	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_138_k141_600916	4575	No	NA	3	1	0	Medium-quality	Genome-fragment	69.49	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000147	41117	Yes	36024	58	15	2	Medium-quality	Genome-fragment	58.35	HMM-based (lower-bound)	12.39	1.0	
cn_080613_5_ph_rerun_000000000200	12073	No	NA	11	6	0	Low-quality	Genome-fragment	14.9	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_719385	2746	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000311	7605	No	NA	15	3	0	Low-quality	Genome-fragment	13.31	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000257	24968	No	NA	31	10	0	Low-quality	Genome-fragment	42.0	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_485091	3589	No	NA	6	1	0	Low-quality	Genome-fragment	6.47	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1768031	2840	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_17513	4820	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1185012	23839	No	NA	36	6	2	Low-quality	Genome-fragment	21.9	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_251436	4797	No	NA	7	3	0	Low-quality	Genome-fragment	6.96	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000595	5043	No	NA	6	4	0	Low-quality	Genome-fragment	11.13	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_953953	4368	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1185172	3631	No	NA	7	4	0	Low-quality	Genome-fragment	7.93	AAI-based (high-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_2_k141_602037	3896	No	NA	11	8	0	Low-quality	Genome-fragment	8.92	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_369330	3337	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1768316	3246	No	NA	7	1	0	Low-quality	Genome-fragment	1.04	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1302199	2531	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000034	16292	No	NA	20	8	0	Low-quality	Genome-fragment	21.34	AAI-based (medium-confidence)	0.0	1.01	
raw-080813-7-mc_raw-080813-7-mc_bin_2_k141_138224	3012	No	NA	4	1	0	Low-quality	Genome-fragment	2.74	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_720020	2660	No	NA	5	3	0	Low-quality	Genome-fragment	4.16	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000461	5336	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1536488	6847	No	NA	8	2	1	Low-quality	Genome-fragment	5.98	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1186029	31180	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000617	7884	No	NA	9	7	0	Low-quality	Genome-fragment	9.71	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_720600	3331	No	NA	9	2	0	Low-quality	Genome-fragment	1.95	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1769338	7397	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
080613_5_ph_rerun_k141_370595	3126	No	NA	9	1	0	Low-quality	Genome-fragment	3.72	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000073	5384	No	NA	12	11	0	Low-quality	Genome-fragment	5.79	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000130	13739	No	NA	16	12	0	Low-quality	Genome-fragment	20.35	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_721230	4103	No	NA	2	0	1	Low-quality	Genome-fragment	5.73	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000003	7460	No	NA	10	8	0	Low-quality	Genome-fragment	15.5	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1069626	2837	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_487130	3627	No	NA	11	7	0	Low-quality	Genome-fragment	3.9	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_19741	3009	No	NA	8	6	0	Low-quality	Genome-fragment	5.01	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_604261	5075	No	NA	4	1	0	Medium-quality	Genome-fragment	74.73	AAI-based (medium-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1653546	3875	No	NA	4	1	0	Low-quality	Genome-fragment	8.45	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_487434	2519	No	NA	4	3	0	Low-quality	Genome-fragment	3.74	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_955918	4496	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1420907	5126	No	NA	12	4	0	Low-quality	Genome-fragment	3.99	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000509	9402	No	NA	15	9	0	Low-quality	Genome-fragment	18.89	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_254256	2530	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1070165	2522	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1187666	3267	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1187778	4591	No	NA	7	1	0	Low-quality	Genome-fragment	11.9	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1304292	11622	No	NA	15	2	0	Low-quality	Genome-fragment	36.25	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1070655	2794	No	NA	5	4	0	Low-quality	Genome-fragment	6.92	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000298	5655	No	NA	6	3	0	Low-quality	Genome-fragment	7.16	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1421627	2745	No	NA	11	5	0	Low-quality	Genome-fragment	3.79	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_73_k141_957148	3495	No	NA	2	0	1	Low-quality	Genome-fragment	2.63	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000558	10026	No	NA	16	3	0	Low-quality	Genome-fragment	29.28	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1421731	4538	No	NA	5	4	0	Low-quality	Genome-fragment	8.19	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_255058	3041	No	NA	2	1	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000104	5449	No	NA	12	1	0	Low-quality	Genome-fragment	6.79	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000616	9401	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_836740	4068	No	NA	6	2	0	Low-quality	Genome-fragment	8.0	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_372457	4556	No	NA	4	1	0	Low-quality	Genome-fragment	12.87	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000544	14993	No	NA	24	11	0	High-quality	High-quality	95.63	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000379	11350	No	NA	14	11	0	Low-quality	Genome-fragment	17.43	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_372635	3458	No	NA	11	10	0	Low-quality	Genome-fragment	3.72	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000505	41963	No	NA	51	5	2	Low-quality	Genome-fragment	29.81	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000120	6908	No	NA	7	2	0	Low-quality	Genome-fragment	12.58	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1655595	2607	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_22165	2670	No	NA	3	3	0	Low-quality	Genome-fragment	4.46	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_255916	3556	No	NA	5	2	0	Low-quality	Genome-fragment	6.53	AAI-based (high-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_82_k141_1539747	4636	No	NA	4	3	0	Low-quality	Genome-fragment	11.8	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_606305	3024	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000008	7110	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_141944	2643	No	NA	5	1	0	Low-quality	Genome-fragment	3.05	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_606405	4585	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected; low-confidence DTR
080613_5_ph_rerun_k141_838350	4984	No	NA	10	1	0	Low-quality	Genome-fragment	9.48	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1656470	4561	No	NA	9	6	0	Low-quality	Genome-fragment	6.91	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000582	6863	No	NA	4	3	0	Low-quality	Genome-fragment	17.1	AAI-based (medium-confidence)	0.0	1.0	
